name,type,str_addr,addr_loc,addr_reg,post_code,phone_num
Yellowknife Housing Authority,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">73 Franklin Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Tuk Housing Assn,Hardware Stores,,,,,
Matobabee Manor Data Line,Hardware Stores,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort Smith</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0P0</span>",
North Slave Housing Corp,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">39-60018 Hwy 657 GD Stn Main</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Bonnyville</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T9N 2J6</span>",
North Slave Housing Corp,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">6206 50th Avenue</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Lloydminster</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T9V 2C9</span>",
Behchokq Kq Gha K'aodee,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Farm RR 2</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Lloydminster</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S9V 0X7</span>",
Corothers Home Hardware Building Centre,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">502 19th St W</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Battleford</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S0M 0E0</span>",
Hay River Home Building Center,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 74</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Radway</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T0A 2V0</span>",
Home Hardware,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 1724 Stn Main</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P3</span>",
Home Hardware Building Centre Inuvik,Hardware Stores,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
West Baffin Eskimo Co-Operative Limited,Hardware Stores,,,,,
T Fox Graphics Ltd,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 781 Stn Main</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N6</span>",
K P Woodwright,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">97 Taltheilei Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P4</span>",
Visual Effects Custom Picture Framing,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">41 Dean Dr SS 31</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R6</span>",
True Value Hardware,Hardware Stores,,,,,
Corothers Home Hardware Building Centre,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 2305</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P7</span>",
Gallant Renovations,Hardware Stores,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Rankin Inlet</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0C 0G0</span>",
Home Hardware,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">7 Willow Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 1G6</span>",
Kaeser's Stores Ltd,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">22 Franklin St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Churchill</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">MB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">R0B 0E0</span>",
Hay River Home Building Center,Hardware Stores,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">346 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T4</span>",
Home Hardware,Kitchen Accessories,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">139 Curry Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P9</span>",
Home Hardware Building Centre Inuvik,Boiler Parts & Supplies,,,,,
Freund Building Supplies ,Boiler Parts & Supplies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Rankin Inlet</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0C 0G0</span>",
Home Hardware,Boiler Rental,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Fort Liard</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0G 0A0</span>",
Kaeser's Stores Ltd,Heating Contractors,,,,,
West Baffin Eskimo Co-Operative Limited,Heating Contractors,,,,,
West Baffin Eskimo Co-Operative Limited,"Furnace Repair, Cleaning & Maintenance",,,,,
Freund Building Supplies Ltd,"Furnace Repair, Cleaning & Maintenance",,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
West Baffin Eskimo Co-Operative Limited,"Furnace Repair, Cleaning & Maintenance","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 781 Stn Main</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N6</span>",
West Baffin Eskimo Co-Operative Limited,Heating Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 781 Stn Main</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N6</span>",
West Baffin Eskimo Co-Operative Limited,Cold & Heat Insulation Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">151 Enterprise Drive</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0E9</span>",
West Baffin Eskimo Co-Operative Limited,Cold & Heat Insulation Contractors,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P5</span>",
R & R Paints and Supplies,Electricians & Electrical Contractors,,,,,
West Baffin Eskimo Co-Operative Limited,Electricians & Electrical Contractors,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
West Baffin Eskimo Co-Operative Limited,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 781 Stn Main</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N6</span>",
MINISO,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 781 Stn Main</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2N6</span>",
Boiler Connect Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">151 Enterprise Drive</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0E9</span>",
Mid-West Combustion,Electricians & Electrical Contractors,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P5</span>",
Saskatoon Boiler Mfg Co Ltd,Electricians & Electrical Contractors,,,,,
Arctic Heating,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">133 Stinson Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2K7</span>",
Central Mechanical Solutions,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">18 Bourque Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3Y2</span>",
JSL Maintenance & Service Ltd.,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">651 Kellough Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7N 3N4</span>",
Commercial-NDS Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">8 Ellesmere Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0E8</span>",
Clean Air-Northern Services 1998,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">304 Woolgar Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3B5</span>",
ACS Mechanical Inc,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">15 Industrial Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R6</span>",
G & E Sheet Metal Fabrication & Insulation Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Gd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0A 0H0</span>",
G & E Sheet Metal Fabrication & Insulation Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">34 Industrial Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
True North Electric,Electricians & Electrical Contractors,,,,,
Mackenzie Electric Ltd,Electricians & Electrical Contractors,,,,,
McDonald Bros Electric Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">326 68Th Street E</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7P 0E3</span>",
Independent Electrical Services Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">166 Chan Cres</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7K 5N8</span>",
Gap Electric Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">1-706 45th St W</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Saskatoon</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">SK</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">S7L 5X1</span>",
Whiponic Wellputer Ltd,Electricians & Electrical Contractors,,,,,
Mackenzie Electric Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">Northwest Territitories</span>",,"<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">ON</span>",,
Northwestel,Electricians & Electrical Contractors,,,,,
Precision Electric,Electricians & Electrical Contractors,,,,,
Kiwi Electric Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">444 Norseman Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2H8</span>",
Ed's Electrical Services Ltd,Electricians & Electrical Contractors,,,,,
True North Electric,Electricians & Electrical Contractors,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2L8</span>",
360 Contracting,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">109 Hordal Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3J7</span>",
Gap Electric Ltd,Electricians & Electrical Contractors,,,,,
Ryfan Electric,Electricians & Electrical Contractors,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Iqaluit</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NU</span>",,
Solar 12 Electric Ltd,Electricians & Electrical Contractors,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2L8</span>",
K R T Electrical,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">109 Hordal Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3J7</span>",
Arctic Electrical,Electricians & Electrical Contractors,,,,,
D E C K Electric Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">30 Melville Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0G2</span>",
McDonald Bros Electric Ltd,Electricians & Electrical Contractors,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">26-4817 49 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3S7</span>",
McDonald Bros Electric Ltd,Fireplaces,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">444 Norseman Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2H8</span>",
Northwestel,Fireplaces,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">75 MacKenzie Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Prevost Electric Ltd,Fuel Oil,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Jago Services Inc,Fuel Oil,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Northern Transportation Company Limited,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">30 Melville Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0G2</span>",
Northern Transportation Company Limited,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">26-4817 49 St</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3S7</span>",
Northern Transportation Company Limited,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">444 Norseman Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2H8</span>",
Precision Electric,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">75 MacKenzie Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Ryfan Electric Ltd,Fuel Oil,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>",,
Pyramid Energy Corp,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 2216</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Athabasca</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T9S 2B7</span>",
Ryfan Electric Ltd,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">2-4010 50 Avenue</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Lloydminster</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T9V 1B2</span>",
Mackenzie Electric Ltd,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">156 Kasteel Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3W1</span>",
Keson Electrical,Fuel Oil,,,,,
Lapka Electrical Service Ltd,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">329 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
Illnik Electric,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">PO Box 1710</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2P3</span>",
Central Mechanical Solutions,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">22 Melville Drive</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 2L8</span>",
Hearth & Home,Fuel Oil,,,,,
Aviation Fuel Enterprises,Fuel Oil,,,,,
Arctic Fuel Services,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">6605 82nd Avenue NW</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Edmonton</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T6B 0E8</span>",
Bluewave Energy,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">304 Woolgar Ave</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3B5</span>",
Polar Fuels,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">12 Johnson Cres</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3E9</span>",
TDC Contracting Ltd,Fuel Oil,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">34 Industrial Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Inuvik</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0T0</span>",
Esso,Fuel Oil,,,,,
Bluewave Energy,Furnace Parts & Supplies,,,,,
Mitiq Cooperative Fuel Delivery,Furnace Parts & Supplies,,"<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0E7</span>",
Esso (Imperial Oil),Furnace Parts & Supplies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">6605 82nd Avenue NW</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Edmonton</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">AB</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">T6B 0E8</span>",
TDC Petroleum Ltd,Furnace Parts & Supplies,"<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4 Melville Dr Kam Lake</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 0G1</span>",
Midnight Petroleum,"Furnace Repair, Cleaning & Maintenance","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">332-334 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3T3</span>",
Midnight Petroleum,"Furnace Repair, Cleaning & Maintenance","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">104-349 Old Airport Rd</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Yellowknife</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X1A 3X6</span>",
Midnight Petroleum,"Furnace Repair, Cleaning & Maintenance","<span class=""jsMapBubbleAddress"" itemprop=""streetAddress"">4 Studney Dr</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressLocality"">Hay River</span>","<span class=""jsMapBubbleAddress"" itemprop=""addressRegion"">NT</span>","<span class=""jsMapBubbleAddress"" itemprop=""postalCode"">X0E 0R6</span>",
